CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Salary,City,CIBIL,Risk
no_checking,14,outstanding_credit,retraining,7135,greater_1000,1_to_4,4,male,none,4,car_other,40,none,own,2,management_self-employed,1,yes,yes,7376,Metro,746,No Risk
no_checking,30,outstanding_credit,furniture,6943,500_to_1000,greater_7,4,male,co-applicant,3,unknown,61,bank,own,2,unemployed,2,yes,yes,4322,Non-Metro,700,Risk
less_0,27,credits_paid_to_date,repairs,250,less_100,unemployed,1,female,none,2,savings_insurance,21,stores,rent,1,skilled,1,none,yes,4748,Non-Metro,728,Risk
0_to_200,19,credits_paid_to_date,retraining,3060,less_100,1_to_4,3,female,none,1,savings_insurance,36,none,own,2,skilled,1,yes,yes,6196,Metro,872,No Risk
greater_200,17,outstanding_credit,radio_tv,827,unknown,4_to_7,2,male,none,3,car_other,36,none,own,1,skilled,1,yes,no,4483,Non-Metro,888,Risk
0_to_200,13,credits_paid_to_date,car_used,2663,500_to_1000,4_to_7,3,female,co-applicant,4,savings_insurance,41,bank,rent,2,unemployed,1,yes,no,5592,Metro,712,No Risk
0_to_200,32,prior_payments_delayed,business,5475,100_to_500,4_to_7,3,female,none,3,savings_insurance,43,none,own,2,skilled,1,yes,yes,3505,Non-Metro,708,Risk
no_checking,30,credits_paid_to_date,appliances,4412,100_to_500,1_to_4,3,female,none,3,savings_insurance,36,bank,rent,1,unskilled,1,none,yes,4978,Non-Metro,735,Risk
less_0,4,all_credits_paid_back,car_new,3516,less_100,less_1,2,male,none,2,real_estate,27,none,rent,1,management_self-employed,1,none,yes,4998,Metro,723,No Risk
less_0,12,all_credits_paid_back,furniture,1851,less_100,1_to_4,3,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,7501,Metro,823,No Risk
no_checking,8,credits_paid_to_date,car_new,2873,greater_1000,4_to_7,3,male,none,3,savings_insurance,40,none,rent,2,skilled,1,none,yes,4661,Non-Metro,740,Risk
less_0,15,credits_paid_to_date,vacation,2223,100_to_500,less_1,2,female,none,1,real_estate,27,none,rent,1,skilled,1,none,yes,6702,Metro,825,No Risk
less_0,8,all_credits_paid_back,car_new,250,500_to_1000,4_to_7,2,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,7097,Non-Metro,899,No Risk
no_checking,24,prior_payments_delayed,furniture,5859,100_to_500,4_to_7,4,female,none,4,savings_insurance,49,none,own,2,skilled,1,yes,yes,6084,Metro,835,No Risk
0_to_200,21,credits_paid_to_date,furniture,514,100_to_500,1_to_4,2,male,none,3,real_estate,31,bank,rent,1,unemployed,1,none,yes,4231,Metro,732,Risk
0_to_200,27,outstanding_credit,appliances,5929,100_to_500,greater_7,4,male,none,3,unknown,44,none,own,2,skilled,1,yes,yes,5923,Metro,847,No Risk
no_checking,31,outstanding_credit,other,4452,unknown,greater_7,5,male,none,3,car_other,46,none,own,2,skilled,1,none,yes,7530,Non-Metro,732,No Risk
less_0,9,all_credits_paid_back,car_used,5426,100_to_500,less_1,3,female,none,3,savings_insurance,37,none,rent,2,skilled,1,none,yes,7221,Metro,878,No Risk
less_0,20,credits_paid_to_date,car_new,377,less_100,less_1,2,female,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,5892,Non-Metro,886,No Risk
no_checking,29,prior_payments_delayed,business,6971,500_to_1000,greater_7,5,male,none,3,unknown,50,none,free,2,management_self-employed,2,yes,yes,5080,Non-Metro,827,No Risk
0_to_200,26,prior_payments_delayed,car_used,2309,100_to_500,1_to_4,3,female,co-applicant,2,car_other,37,stores,own,2,unskilled,1,yes,yes,3424,Non-Metro,889,Risk
no_checking,24,prior_payments_delayed,car_used,4629,500_to_1000,less_1,2,female,none,2,car_other,46,none,free,2,skilled,1,none,yes,3113,Non-Metro,702,Risk
0_to_200,32,credits_paid_to_date,radio_tv,250,less_100,1_to_4,3,male,none,3,real_estate,19,none,own,1,skilled,1,none,yes,5021,Metro,850,No Risk
no_checking,27,prior_payments_delayed,car_used,4877,500_to_1000,less_1,4,female,none,3,car_other,48,none,own,1,skilled,1,yes,yes,7208,Non-Metro,741,No Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,5284,Metro,878,No Risk
less_0,10,all_credits_paid_back,appliances,2296,less_100,unemployed,2,female,none,1,savings_insurance,26,bank,rent,1,unskilled,1,none,yes,6857,Metro,871,No Risk
less_0,4,prior_payments_delayed,car_new,250,500_to_1000,1_to_4,2,male,none,3,car_other,34,none,rent,1,skilled,1,yes,yes,7469,Metro,884,No Risk
less_0,31,outstanding_credit,other,4795,100_to_500,greater_7,3,male,none,2,car_other,33,none,free,2,skilled,1,yes,yes,7692,Metro,821,No Risk
no_checking,40,prior_payments_delayed,education,8497,unknown,greater_7,5,male,co-applicant,3,unknown,49,none,free,2,skilled,2,yes,yes,3255,Non-Metro,718,Risk
no_checking,25,credits_paid_to_date,vacation,5482,100_to_500,greater_7,4,female,none,3,car_other,43,none,own,2,management_self-employed,1,yes,yes,5304,Metro,731,Risk
no_checking,20,outstanding_credit,car_used,1753,500_to_1000,1_to_4,2,male,none,4,real_estate,37,none,own,1,skilled,1,yes,yes,3336,Non-Metro,719,Risk
less_0,9,all_credits_paid_back,car_used,649,100_to_500,less_1,1,female,none,2,savings_insurance,23,none,rent,1,skilled,1,none,yes,4321,Metro,701,No Risk
0_to_200,8,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,2,real_estate,28,none,own,1,skilled,1,none,yes,5447,Metro,878,No Risk
no_checking,31,prior_payments_delayed,appliances,5822,100_to_500,less_1,4,male,none,3,savings_insurance,39,stores,own,2,unskilled,2,yes,yes,6923,Non-Metro,709,No Risk
no_checking,21,outstanding_credit,radio_tv,3371,500_to_1000,4_to_7,4,male,none,4,savings_insurance,44,none,own,2,management_self-employed,1,yes,yes,3702,Metro,739,Risk
no_checking,33,prior_payments_delayed,appliances,5009,500_to_1000,4_to_7,4,male,none,4,savings_insurance,45,none,own,2,skilled,1,none,yes,5220,Metro,869,No Risk
less_0,15,credits_paid_to_date,furniture,250,less_100,less_1,1,female,none,2,real_estate,27,none,rent,1,skilled,1,none,yes,7472,Metro,850,No Risk
no_checking,30,prior_payments_delayed,car_used,5583,500_to_1000,4_to_7,3,female,guarantor,4,savings_insurance,49,bank,own,2,unemployed,1,yes,yes,5240,Metro,717,Risk
0_to_200,15,no_credits,car_used,1671,less_100,unemployed,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,5593,Metro,859,No Risk
no_checking,27,outstanding_credit,appliances,8141,500_to_1000,greater_7,5,male,none,4,car_other,53,none,free,2,skilled,1,yes,yes,4745,Non-Metro,855,Risk
0_to_200,4,credits_paid_to_date,car_used,2771,less_100,1_to_4,2,male,none,3,real_estate,23,none,own,2,management_self-employed,2,yes,yes,5224,Metro,875,No Risk
no_checking,41,prior_payments_delayed,repairs,7347,500_to_1000,4_to_7,5,male,co-applicant,3,unknown,44,none,own,2,skilled,2,yes,yes,4465,Metro,742,Risk
less_0,4,all_credits_paid_back,car_new,2121,less_100,less_1,2,male,none,1,real_estate,19,none,own,1,management_self-employed,1,none,yes,7655,Metro,849,No Risk
no_checking,26,prior_payments_delayed,furniture,4051,greater_1000,greater_7,4,male,none,3,savings_insurance,37,none,own,2,management_self-employed,1,none,yes,6006,Metro,873,No Risk
no_checking,36,outstanding_credit,retraining,6816,greater_1000,greater_7,5,male,none,3,unknown,41,none,free,2,skilled,2,yes,yes,4602,Metro,737,Risk
no_checking,37,prior_payments_delayed,vacation,7400,500_to_1000,greater_7,5,male,none,3,unknown,50,none,own,2,skilled,2,yes,yes,3388,Non-Metro,882,Risk
0_to_200,5,all_credits_paid_back,car_used,691,less_100,1_to_4,3,female,none,3,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,5026,Metro,728,No Risk
less_0,18,prior_payments_delayed,car_new,3548,less_100,1_to_4,2,male,co-applicant,2,car_other,37,stores,own,2,skilled,1,none,yes,6524,Non-Metro,862,No Risk
no_checking,12,all_credits_paid_back,vacation,1529,500_to_1000,4_to_7,3,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,5962,Non-Metro,882,No Risk
less_0,22,prior_payments_delayed,radio_tv,2131,greater_1000,4_to_7,3,male,co-applicant,4,car_other,49,none,own,2,skilled,1,yes,yes,6892,Non-Metro,721,No Risk
0_to_200,19,prior_payments_delayed,radio_tv,1371,100_to_500,1_to_4,3,male,none,2,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,5125,Metro,873,No Risk
less_0,20,prior_payments_delayed,furniture,3315,less_100,less_1,3,female,none,2,unknown,35,none,own,1,skilled,1,yes,yes,5859,Metro,836,No Risk
0_to_200,18,prior_payments_delayed,car_used,670,100_to_500,1_to_4,3,male,none,3,savings_insurance,29,none,rent,1,skilled,1,none,yes,5329,Metro,803,No Risk
greater_200,19,credits_paid_to_date,radio_tv,3044,less_100,4_to_7,3,male,none,2,car_other,46,none,own,1,skilled,1,none,yes,4280,Non-Metro,707,Risk
no_checking,22,outstanding_credit,furniture,2150,500_to_1000,1_to_4,4,male,none,3,savings_insurance,55,none,own,1,management_self-employed,1,yes,yes,7297,Metro,898,No Risk
0_to_200,17,prior_payments_delayed,radio_tv,5663,greater_1000,4_to_7,3,male,none,3,unknown,40,bank,own,3,unemployed,2,yes,yes,5794,Metro,815,No Risk
0_to_200,13,all_credits_paid_back,furniture,3638,less_100,1_to_4,2,female,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,6520,Non-Metro,800,No Risk
less_0,22,prior_payments_delayed,furniture,1129,greater_1000,1_to_4,3,female,none,2,car_other,37,bank,rent,2,unemployed,2,yes,yes,5465,Metro,838,No Risk
no_checking,34,prior_payments_delayed,appliances,6502,500_to_1000,4_to_7,5,female,co-applicant,3,car_other,54,none,own,1,skilled,1,none,yes,7919,Metro,800,No Risk
no_checking,42,outstanding_credit,other,6762,unknown,greater_7,5,male,none,3,car_other,49,none,own,2,skilled,2,yes,yes,7696,Metro,827,No Risk
less_0,7,no_credits,car_used,250,less_100,less_1,2,male,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,7426,Metro,878,No Risk
0_to_200,35,outstanding_credit,repairs,5650,500_to_1000,greater_7,5,male,none,3,unknown,45,none,own,2,skilled,1,yes,yes,3139,Non-Metro,739,Risk
no_checking,32,credits_paid_to_date,car_used,1553,greater_1000,1_to_4,4,male,none,3,real_estate,44,none,own,1,skilled,1,none,yes,7368,Non-Metro,851,No Risk
0_to_200,32,credits_paid_to_date,furniture,2165,100_to_500,1_to_4,2,female,co-applicant,3,savings_insurance,37,bank,own,1,unskilled,1,none,yes,5492,Metro,716,Risk
less_0,4,credits_paid_to_date,radio_tv,405,less_100,less_1,2,female,none,1,real_estate,24,none,own,1,skilled,1,none,yes,7464,Metro,810,No Risk
0_to_200,14,credits_paid_to_date,furniture,2476,less_100,1_to_4,3,male,none,3,real_estate,28,none,own,2,skilled,2,yes,yes,5106,Metro,836,No Risk
less_0,4,all_credits_paid_back,car_used,828,100_to_500,unemployed,1,female,none,2,real_estate,19,stores,own,1,unskilled,1,none,yes,6289,Metro,807,No Risk
less_0,12,all_credits_paid_back,radio_tv,288,less_100,1_to_4,2,female,none,2,car_other,37,stores,own,1,unskilled,1,none,yes,7310,Metro,744,No Risk
no_checking,20,outstanding_credit,appliances,3451,unknown,1_to_4,4,male,none,3,car_other,32,stores,own,2,unskilled,2,yes,yes,5175,Metro,897,No Risk
no_checking,24,outstanding_credit,radio_tv,5535,500_to_1000,4_to_7,4,male,none,5,savings_insurance,44,none,own,2,management_self-employed,1,none,yes,4088,Non-Metro,720,Risk
no_checking,26,prior_payments_delayed,furniture,4510,100_to_500,greater_7,4,male,none,5,savings_insurance,46,none,own,2,management_self-employed,1,none,yes,5310,Metro,707,No Risk
less_0,19,credits_paid_to_date,repairs,1993,less_100,less_1,3,male,none,3,savings_insurance,21,bank,rent,1,unskilled,1,none,yes,6611,Metro,895,No Risk
0_to_200,4,all_credits_paid_back,car_new,250,500_to_1000,unemployed,1,male,none,1,real_estate,24,none,rent,1,skilled,1,none,yes,6148,Metro,704,No Risk
no_checking,40,credits_paid_to_date,appliances,6327,100_to_500,1_to_4,4,male,none,4,savings_insurance,38,none,own,2,skilled,1,yes,yes,3381,Non-Metro,734,Risk
less_0,12,all_credits_paid_back,vacation,1598,less_100,less_1,2,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,6789,Metro,728,No Risk
no_checking,32,prior_payments_delayed,car_used,5930,500_to_1000,less_1,2,male,none,4,car_other,41,none,own,1,management_self-employed,1,yes,yes,7637,Non-Metro,728,No Risk
less_0,6,prior_payments_delayed,vacation,250,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,4514,Metro,845,No Risk
0_to_200,24,credits_paid_to_date,radio_tv,2257,less_100,1_to_4,3,male,none,2,real_estate,22,none,own,1,skilled,1,none,yes,4074,Metro,824,No Risk
no_checking,39,prior_payments_delayed,repairs,4862,unknown,4_to_7,4,male,co-applicant,4,savings_insurance,46,none,own,2,skilled,1,yes,yes,7472,Metro,863,No Risk
less_0,14,all_credits_paid_back,furniture,1138,less_100,4_to_7,2,female,none,1,real_estate,27,stores,own,1,skilled,1,none,yes,7985,Metro,805,No Risk
0_to_200,14,credits_paid_to_date,car_new,250,less_100,1_to_4,3,female,none,2,real_estate,41,none,own,1,skilled,1,yes,no,5807,Non-Metro,862,No Risk
no_checking,30,prior_payments_delayed,appliances,5146,100_to_500,4_to_7,4,male,none,4,savings_insurance,37,none,own,1,management_self-employed,1,yes,yes,4461,Non-Metro,737,Risk
less_0,5,prior_payments_delayed,furniture,250,less_100,4_to_7,3,male,none,2,car_other,22,bank,rent,1,unskilled,1,none,yes,5391,Metro,746,No Risk
greater_200,20,all_credits_paid_back,car_new,1931,less_100,less_1,2,female,co-applicant,3,real_estate,43,none,own,2,skilled,1,yes,yes,3925,Metro,868,No Risk
no_checking,28,prior_payments_delayed,business,2387,100_to_500,4_to_7,4,male,none,4,real_estate,22,none,free,1,skilled,1,none,yes,5770,Non-Metro,710,Risk
0_to_200,20,credits_paid_to_date,furniture,3198,less_100,1_to_4,3,male,none,3,car_other,35,none,own,1,management_self-employed,1,none,yes,5783,Metro,802,No Risk
0_to_200,17,credits_paid_to_date,retraining,4275,less_100,less_1,3,female,none,2,car_other,31,none,own,1,skilled,1,none,yes,7213,Metro,884,No Risk
less_0,16,prior_payments_delayed,car_used,3161,less_100,1_to_4,2,male,co-applicant,3,savings_insurance,34,stores,own,1,skilled,1,yes,yes,5575,Non-Metro,810,No Risk
less_0,4,credits_paid_to_date,car_used,1292,100_to_500,4_to_7,2,male,none,1,car_other,20,none,rent,1,skilled,1,none,yes,5850,Non-Metro,821,No Risk
0_to_200,19,credits_paid_to_date,furniture,1959,less_100,1_to_4,1,male,none,1,savings_insurance,24,none,own,1,skilled,1,none,yes,3068,Non-Metro,741,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,2,real_estate,29,none,rent,1,skilled,1,none,yes,7620,Non-Metro,882,No Risk
no_checking,24,outstanding_credit,car_used,5037,500_to_1000,4_to_7,4,female,none,5,car_other,45,none,own,2,management_self-employed,1,yes,yes,4555,Non-Metro,832,Risk
0_to_200,28,credits_paid_to_date,car_used,723,less_100,4_to_7,3,male,none,2,savings_insurance,37,stores,rent,1,skilled,1,none,yes,6277,Metro,833,No Risk
less_0,12,all_credits_paid_back,vacation,2202,less_100,less_1,2,female,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes,7093,Metro,889,No Risk
greater_200,19,credits_paid_to_date,car_new,1372,less_100,1_to_4,2,female,none,2,car_other,24,stores,own,1,skilled,1,none,yes,6477,Non-Metro,709,No Risk
0_to_200,17,credits_paid_to_date,furniture,5071,less_100,1_to_4,3,male,none,2,savings_insurance,38,none,own,1,skilled,2,yes,yes,7952,Non-Metro,881,No Risk
less_0,16,prior_payments_delayed,car_used,653,less_100,4_to_7,3,female,co-applicant,3,car_other,24,bank,own,1,unemployed,1,none,yes,6489,Metro,716,No Risk
less_0,37,credits_paid_to_date,education,4892,less_100,4_to_7,3,male,none,3,car_other,31,bank,own,2,unemployed,1,none,yes,6065,Non-Metro,886,No Risk
0_to_200,4,all_credits_paid_back,education,250,less_100,less_1,1,male,none,2,real_estate,22,stores,rent,1,skilled,1,none,yes,5540,Metro,873,No Risk
less_0,9,all_credits_paid_back,car_new,1704,less_100,less_1,2,female,none,1,real_estate,23,bank,rent,1,unskilled,1,none,yes,7889,Metro,719,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,7633,Non-Metro,818,No Risk
no_checking,40,prior_payments_delayed,repairs,9175,unknown,greater_7,5,male,co-applicant,4,unknown,55,none,own,3,skilled,2,none,yes,7174,Metro,896,Risk
less_0,9,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,1,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,7967,Metro,878,No Risk
no_checking,42,outstanding_credit,education,5964,unknown,greater_7,4,male,co-applicant,3,unknown,49,bank,rent,2,unemployed,2,none,yes,3993,Metro,747,Risk
no_checking,14,credits_paid_to_date,furniture,5071,greater_1000,greater_7,4,male,none,4,car_other,29,none,own,1,skilled,1,none,yes,5304,Metro,871,No Risk
no_checking,27,outstanding_credit,radio_tv,6083,500_to_1000,greater_7,4,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,2,yes,yes,3657,Metro,745,Risk
0_to_200,34,prior_payments_delayed,appliances,4508,100_to_500,4_to_7,4,female,none,4,savings_insurance,35,none,own,2,skilled,1,none,yes,4556,Metro,736,Risk
0_to_200,15,credits_paid_to_date,car_used,2853,less_100,1_to_4,3,female,none,1,savings_insurance,37,none,own,2,skilled,1,none,yes,4511,Metro,712,No Risk
0_to_200,17,credits_paid_to_date,car_new,1595,less_100,1_to_4,3,female,none,3,savings_insurance,21,none,own,1,skilled,1,none,yes,5183,Metro,836,No Risk
less_0,17,credits_paid_to_date,car_used,3984,less_100,1_to_4,3,male,none,3,unknown,29,none,own,2,skilled,1,yes,yes,5690,Non-Metro,841,No Risk
less_0,23,credits_paid_to_date,radio_tv,250,less_100,4_to_7,2,male,none,1,savings_insurance,26,stores,own,2,unskilled,1,none,yes,6505,Metro,802,No Risk
0_to_200,13,credits_paid_to_date,car_used,2256,100_to_500,less_1,2,male,none,2,savings_insurance,36,bank,rent,1,unskilled,1,none,yes,5555,Non-Metro,841,No Risk
no_checking,21,credits_paid_to_date,car_used,1191,100_to_500,4_to_7,4,female,none,4,real_estate,30,none,own,1,skilled,1,none,yes,7884,Metro,802,No Risk
no_checking,45,outstanding_credit,education,6607,greater_1000,greater_7,5,male,co-applicant,5,unknown,53,stores,free,2,unskilled,2,yes,yes,4791,Non-Metro,743,Risk
no_checking,8,prior_payments_delayed,furniture,5504,less_100,1_to_4,4,female,none,4,savings_insurance,35,none,own,1,management_self-employed,1,none,yes,6114,Metro,842,No Risk
no_checking,37,prior_payments_delayed,appliances,6199,greater_1000,4_to_7,4,male,none,4,savings_insurance,46,none,own,2,skilled,1,none,yes,5922,Metro,716,No Risk
less_0,5,prior_payments_delayed,furniture,2812,less_100,1_to_4,3,male,none,3,car_other,29,none,rent,1,management_self-employed,1,none,yes,5269,Metro,875,No Risk
less_0,28,credits_paid_to_date,car_new,1347,less_100,less_1,3,female,none,2,savings_insurance,26,stores,own,1,unskilled,1,none,yes,7674,Metro,805,No Risk
less_0,7,prior_payments_delayed,furniture,250,less_100,less_1,2,female,none,1,real_estate,25,none,own,1,skilled,1,none,yes,7204,Non-Metro,824,No Risk
no_checking,32,outstanding_credit,furniture,5170,unknown,greater_7,5,male,co-applicant,5,unknown,51,stores,free,2,unskilled,1,yes,yes,4865,Non-Metro,701,Risk
0_to_200,7,all_credits_paid_back,vacation,7164,less_100,less_1,2,female,none,1,car_other,24,none,free,2,management_self-employed,1,yes,yes,6664,Metro,878,No Risk
less_0,21,prior_payments_delayed,car_used,1730,500_to_1000,less_1,2,male,none,2,savings_insurance,33,stores,rent,2,unskilled,1,yes,yes,6006,Metro,875,No Risk
0_to_200,21,outstanding_credit,radio_tv,291,unknown,4_to_7,3,male,none,2,car_other,40,none,rent,1,skilled,1,none,yes,6349,Metro,882,No Risk
0_to_200,32,credits_paid_to_date,business,4810,less_100,greater_7,4,male,none,2,car_other,44,none,own,2,skilled,1,none,no,5948,Non-Metro,856,No Risk
no_checking,21,credits_paid_to_date,furniture,4574,100_to_500,4_to_7,3,female,none,4,unknown,48,none,own,2,skilled,1,none,yes,4276,Non-Metro,747,Risk
no_checking,24,prior_payments_delayed,furniture,4260,unknown,less_1,3,male,none,3,car_other,39,none,own,2,management_self-employed,1,yes,yes,3536,Non-Metro,822,Risk
