Age,CIBIL,CheckingStatus,City,CreditHistory,CurrentResidenceDuration,Dependents,EmploymentDuration,ExistingCreditsCount,ExistingSavings,ForeignWorker,Housing,InstallmentPercent,InstallmentPlans,Job,LoanAmount,LoanDuration,LoanPurpose,OthersOnLoan,OwnsProperty,Risk,Salary,Sex,Telephone
31,887,0_to_200,Metro,prior_payments_delayed,3,1,greater_7,1,greater_1000,yes,rent,2,bank,unemployed,1151,17,furniture,none,car_other,No Risk,6779,male,yes
33,717,0_to_200,Non-Metro,prior_payments_delayed,3,2,1_to_4,2,greater_1000,yes,own,3,none,skilled,2068,17,furniture,none,savings_insurance,Risk,3318,male,yes
36,742,0_to_200,Non-Metro,prior_payments_delayed,3,1,1_to_4,2,100_to_500,yes,own,3,none,management_self-employed,2292,17,furniture,none,car_other,Risk,3004,male,none
31,871,0_to_200,Non-Metro,prior_payments_delayed,4,2,1_to_4,2,100_to_500,yes,own,3,none,management_self-employed,3368,17,furniture,none,savings_insurance,Risk,3475,male,none
42,895,0_to_200,Metro,prior_payments_delayed,3,1,4_to_7,2,greater_1000,yes,own,3,none,skilled,3754,17,furniture,none,unknown,No Risk,6294,male,none
30,894,0_to_200,Non-Metro,prior_payments_delayed,1,1,1_to_4,1,100_to_500,yes,rent,2,bank,unemployed,250,17,radio_tv,none,savings_insurance,No Risk,7095,female,none
23,879,0_to_200,Metro,prior_payments_delayed,2,1,greater_7,1,100_to_500,yes,own,3,bank,unemployed,250,17,radio_tv,none,savings_insurance,No Risk,6343,female,none
40,807,0_to_200,Non-Metro,prior_payments_delayed,3,2,less_1,2,greater_1000,yes,rent,2,none,skilled,1807,17,radio_tv,none,savings_insurance,No Risk,5811,male,none
36,882,0_to_200,Metro,prior_payments_delayed,3,1,less_1,1,100_to_500,yes,own,2,none,management_self-employed,2164,17,radio_tv,none,savings_insurance,No Risk,5755,male,yes
32,739,0_to_200,Non-Metro,prior_payments_delayed,3,2,4_to_7,2,100_to_500,yes,own,2,stores,unskilled,2207,17,radio_tv,none,savings_insurance,No Risk,6550,male,none
44,896,0_to_200,Metro,prior_payments_delayed,3,2,1_to_4,1,100_to_500,no,own,2,none,skilled,5493,17,radio_tv,none,unknown,No Risk,7883,male,yes
40,815,0_to_200,Metro,prior_payments_delayed,3,2,4_to_7,3,greater_1000,yes,own,3,bank,unemployed,5663,17,radio_tv,none,unknown,No Risk,5794,male,yes
27,882,0_to_200,Metro,prior_payments_delayed,3,1,4_to_7,2,greater_1000,yes,own,4,none,skilled,6558,17,radio_tv,none,unknown,No Risk,6819,male,none
44,829,0_to_200,Non-Metro,prior_payments_delayed,3,1,1_to_4,2,less_100,yes,own,3,stores,skilled,4339,17,repairs,none,savings_insurance,No Risk,5670,male,none
31,827,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,1,100_to_500,yes,own,2,none,skilled,4185,17,retraining,none,car_other,No Risk,6448,male,yes
23,812,0_to_200,Metro,all_credits_paid_back,3,1,less_1,1,500_to_1000,yes,own,2,stores,unskilled,250,18,car_new,co-applicant,savings_insurance,No Risk,7266,male,none
39,741,0_to_200,Non-Metro,all_credits_paid_back,3,2,1_to_4,2,less_100,yes,own,3,none,management_self-employed,2596,18,car_used,none,savings_insurance,Risk,3138,male,yes
25,836,0_to_200,Metro,all_credits_paid_back,1,2,less_1,1,500_to_1000,yes,rent,3,none,skilled,1800,18,vacation,none,real_estate,No Risk,6273,female,none
19,879,0_to_200,Metro,all_credits_paid_back,1,1,1_to_4,1,100_to_500,yes,rent,2,stores,unskilled,1849,18,vacation,none,car_other,No Risk,5228,female,none
19,850,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,rent,2,bank,unemployed,3301,18,appliances,none,car_other,No Risk,7528,male,yes
27,821,0_to_200,Metro,credits_paid_to_date,3,1,less_1,2,less_100,yes,own,2,none,skilled,4289,18,appliances,none,car_other,No Risk,7500,male,none
24,702,0_to_200,Non-Metro,credits_paid_to_date,2,1,unemployed,1,less_100,yes,own,2,none,skilled,250,18,car_new,none,real_estate,No Risk,6772,female,none
20,739,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,2,none,skilled,452,18,car_new,none,real_estate,No Risk,3077,male,none
36,885,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,100_to_500,yes,rent,3,none,skilled,609,18,car_new,none,real_estate,No Risk,5373,male,none
34,728,0_to_200,Non-Metro,credits_paid_to_date,3,1,less_1,1,500_to_1000,yes,rent,2,none,skilled,1410,18,car_new,none,car_other,Risk,4182,male,none
35,712,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,2,less_100,yes,own,2,none,skilled,2211,18,car_new,none,real_estate,Risk,4239,male,none
42,730,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,1,500_to_1000,yes,own,3,stores,unskilled,2348,18,car_new,co-applicant,savings_insurance,Risk,3682,male,none
38,729,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,1,100_to_500,yes,rent,2,none,skilled,3454,18,car_new,none,savings_insurance,No Risk,6076,male,none
36,743,0_to_200,Metro,credits_paid_to_date,1,2,unemployed,1,500_to_1000,yes,own,1,none,skilled,3689,18,car_new,none,real_estate,No Risk,7800,male,yes
42,736,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,2,none,skilled,250,18,car_used,co-applicant,real_estate,No Risk,7542,female,none
44,898,0_to_200,Non-Metro,credits_paid_to_date,2,1,4_to_7,2,500_to_1000,yes,own,3,none,skilled,1598,18,car_used,co-applicant,real_estate,No Risk,3637,male,yes
28,727,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,1,none,skilled,1768,18,car_used,none,car_other,No Risk,5306,male,none
28,879,0_to_200,Non-Metro,credits_paid_to_date,3,1,unemployed,1,less_100,yes,own,2,none,skilled,1982,18,car_used,none,real_estate,No Risk,5064,female,none
27,703,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,3,none,skilled,1501,18,furniture,none,real_estate,No Risk,6131,female,none
35,807,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,free,3,none,skilled,2273,18,furniture,co-applicant,car_other,No Risk,7287,male,none
33,861,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,2,500_to_1000,yes,rent,3,bank,unskilled,2949,18,furniture,none,savings_insurance,No Risk,5674,male,none
25,825,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,500_to_1000,yes,rent,3,bank,unskilled,3182,18,furniture,none,real_estate,No Risk,6777,female,none
32,856,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,2,none,skilled,3196,18,furniture,none,car_other,No Risk,5996,male,yes
33,739,0_to_200,Non-Metro,prior_payments_delayed,3,1,4_to_7,1,500_to_1000,yes,own,3,none,skilled,2774,18,appliances,none,car_other,Risk,3306,male,yes
36,720,0_to_200,Non-Metro,prior_payments_delayed,4,2,1_to_4,1,less_100,yes,own,3,none,management_self-employed,5601,18,car_new,none,car_other,Risk,5168,male,yes
29,803,0_to_200,Metro,prior_payments_delayed,3,1,1_to_4,1,100_to_500,yes,rent,3,none,skilled,670,18,car_used,none,savings_insurance,No Risk,5329,male,none
43,879,0_to_200,Metro,prior_payments_delayed,2,1,4_to_7,1,less_100,yes,own,3,none,skilled,3588,18,car_used,none,unknown,No Risk,6646,male,yes
45,747,0_to_200,Non-Metro,prior_payments_delayed,4,1,1_to_4,2,100_to_500,yes,own,4,none,management_self-employed,7395,18,car_used,none,unknown,Risk,4286,male,yes
35,718,0_to_200,Non-Metro,prior_payments_delayed,3,1,greater_7,1,100_to_500,yes,own,2,none,skilled,3309,18,furniture,none,car_other,No Risk,6882,male,yes
30,737,0_to_200,Non-Metro,prior_payments_delayed,1,1,1_to_4,1,less_100,yes,rent,2,none,skilled,3493,18,furniture,none,car_other,Risk,3189,male,none
46,806,0_to_200,Metro,prior_payments_delayed,3,1,greater_7,1,less_100,no,own,4,none,skilled,4504,18,furniture,none,unknown,No Risk,3625,male,none
31,801,0_to_200,Metro,prior_payments_delayed,2,1,4_to_7,1,less_100,yes,own,4,none,skilled,5313,18,furniture,none,savings_insurance,No Risk,5292,male,none
19,868,0_to_200,Non-Metro,prior_payments_delayed,1,1,less_1,1,100_to_500,yes,own,1,stores,skilled,250,18,radio_tv,none,real_estate,No Risk,6046,female,none
32,830,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,4560,18,radio_tv,none,savings_insurance,No Risk,6750,male,none
31,716,0_to_200,Non-Metro,prior_payments_delayed,4,1,greater_7,1,less_100,yes,own,4,none,skilled,4953,18,radio_tv,none,unknown,Risk,4846,male,none
45,719,0_to_200,Non-Metro,prior_payments_delayed,3,1,less_1,1,less_100,yes,own,2,stores,skilled,4055,18,retraining,none,car_other,No Risk,6580,male,none
36,706,0_to_200,Non-Metro,prior_payments_delayed,4,1,greater_7,1,less_100,yes,own,4,stores,unskilled,5154,18,retraining,none,car_other,No Risk,5682,male,none
46,864,0_to_200,Non-Metro,prior_payments_delayed,3,1,1_to_4,3,500_to_1000,yes,free,3,none,skilled,7506,18,retraining,none,unknown,Risk,3117,male,yes
30,726,0_to_200,Metro,all_credits_paid_back,3,1,less_1,1,less_100,yes,own,3,bank,unskilled,4398,19,furniture,none,car_other,No Risk,5388,male,yes
41,712,0_to_200,Non-Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,rent,2,none,skilled,1623,19,appliances,none,car_other,Risk,4061,male,none
36,745,0_to_200,Non-Metro,credits_paid_to_date,3,1,4_to_7,3,100_to_500,yes,own,3,none,skilled,250,19,car_new,none,savings_insurance,Risk,5433,male,none
28,837,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,rent,3,none,skilled,1796,19,car_new,none,real_estate,No Risk,7686,male,none
23,883,0_to_200,Metro,credits_paid_to_date,2,2,less_1,2,500_to_1000,yes,own,3,bank,unskilled,4349,19,car_new,none,car_other,No Risk,6543,male,yes
31,733,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,own,2,stores,skilled,1448,19,car_used,none,car_other,Risk,6818,male,none
19,863,0_to_200,Metro,credits_paid_to_date,3,1,unemployed,1,100_to_500,yes,rent,1,none,skilled,1897,19,car_used,none,savings_insurance,No Risk,6383,male,none
42,845,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,rent,3,bank,unskilled,1459,19,furniture,none,car_other,No Risk,5491,male,yes
31,843,0_to_200,Metro,credits_paid_to_date,3,2,1_to_4,1,less_100,yes,own,3,stores,unskilled,1664,19,furniture,none,savings_insurance,No Risk,3308,female,none
34,742,0_to_200,Metro,credits_paid_to_date,1,1,4_to_7,1,less_100,yes,own,3,stores,unskilled,2685,19,furniture,none,real_estate,No Risk,7770,female,none
22,898,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,3,none,skilled,3143,19,furniture,none,real_estate,No Risk,5418,female,none
19,848,0_to_200,Non-Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,rent,2,none,skilled,4905,19,furniture,none,car_other,No Risk,6161,male,none
32,715,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,2,100_to_500,yes,own,3,stores,unskilled,1531,19,repairs,none,real_estate,Risk,5142,male,yes
35,704,0_to_200,Non-Metro,credits_paid_to_date,2,1,less_1,1,500_to_1000,yes,own,3,none,skilled,2083,19,repairs,none,real_estate,No Risk,5475,female,none
21,859,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,own,2,none,skilled,250,19,retraining,none,savings_insurance,No Risk,6540,female,none
34,844,0_to_200,Metro,credits_paid_to_date,1,1,4_to_7,1,less_100,yes,free,2,stores,skilled,3233,19,retraining,none,car_other,Risk,4403,female,yes
42,828,0_to_200,Metro,credits_paid_to_date,1,2,4_to_7,1,less_100,yes,own,3,none,skilled,5368,19,retraining,none,unknown,No Risk,4302,female,none
27,883,0_to_200,Metro,no_credits,1,1,less_1,1,less_100,yes,own,2,none,skilled,748,19,appliances,none,real_estate,No Risk,7006,male,none
32,730,0_to_200,Metro,no_credits,2,1,1_to_4,1,less_100,yes,rent,3,none,skilled,1164,19,car_used,none,real_estate,No Risk,5812,female,none
19,880,0_to_200,Non-Metro,no_credits,3,1,less_1,1,less_100,yes,rent,1,none,skilled,250,19,furniture,none,real_estate,No Risk,6844,female,none
33,866,0_to_200,Metro,no_credits,3,1,1_to_4,2,less_100,yes,free,2,none,skilled,4832,19,furniture,none,car_other,No Risk,7733,female,none
31,807,0_to_200,Metro,prior_payments_delayed,2,1,greater_7,1,100_to_500,yes,own,2,stores,skilled,250,19,car_used,none,real_estate,No Risk,5123,female,yes
33,813,0_to_200,Metro,prior_payments_delayed,2,1,greater_7,1,greater_1000,yes,own,2,bank,unemployed,2894,19,car_used,none,car_other,Risk,3444,male,none
39,864,0_to_200,Non-Metro,prior_payments_delayed,4,1,4_to_7,2,greater_1000,yes,own,4,none,skilled,4185,19,car_used,co-applicant,car_other,No Risk,6177,male,yes
54,729,0_to_200,Non-Metro,prior_payments_delayed,3,1,greater_7,2,greater_1000,yes,own,4,none,skilled,5025,19,car_used,none,unknown,Risk,5665,male,none
35,836,0_to_200,Metro,prior_payments_delayed,2,1,4_to_7,1,100_to_500,yes,own,4,none,skilled,4181,19,education,none,car_other,No Risk,4873,male,none
32,700,0_to_200,Non-Metro,prior_payments_delayed,3,1,greater_7,2,100_to_500,yes,own,3,none,skilled,250,19,furniture,none,real_estate,No Risk,5339,male,none
22,892,0_to_200,Metro,prior_payments_delayed,4,1,greater_7,2,greater_1000,yes,rent,4,bank,unskilled,436,19,furniture,none,car_other,No Risk,6214,male,none
23,884,0_to_200,Metro,prior_payments_delayed,3,1,1_to_4,1,less_100,yes,own,2,bank,unemployed,509,19,furniture,co-applicant,savings_insurance,No Risk,6054,male,yes
40,729,0_to_200,Metro,prior_payments_delayed,2,1,greater_7,2,100_to_500,yes,own,3,none,skilled,358,19,radio_tv,none,car_other,No Risk,5155,female,none
31,865,0_to_200,Metro,prior_payments_delayed,3,1,less_1,1,100_to_500,yes,own,2,none,skilled,878,19,radio_tv,none,savings_insurance,No Risk,6386,male,none
35,873,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,2,100_to_500,yes,own,3,none,management_self-employed,1371,19,radio_tv,none,savings_insurance,No Risk,5125,male,none
32,890,0_to_200,Metro,prior_payments_delayed,3,2,1_to_4,2,100_to_500,yes,own,3,none,skilled,2763,19,radio_tv,none,savings_insurance,No Risk,7380,male,none
41,714,0_to_200,Non-Metro,prior_payments_delayed,3,1,greater_7,2,greater_1000,yes,own,4,bank,unemployed,2862,19,radio_tv,none,savings_insurance,Risk,3390,male,yes
36,721,0_to_200,Non-Metro,prior_payments_delayed,2,1,1_to_4,2,100_to_500,yes,own,3,stores,unskilled,3397,19,radio_tv,none,unknown,Risk,3810,female,none
38,874,0_to_200,Metro,prior_payments_delayed,3,1,1_to_4,2,greater_1000,yes,own,2,none,skilled,4312,19,radio_tv,none,car_other,No Risk,7429,male,none
34,735,0_to_200,Metro,prior_payments_delayed,3,2,less_1,1,less_100,yes,own,3,bank,unemployed,5730,19,radio_tv,none,unknown,Risk,4374,female,yes
19,710,0_to_200,Non-Metro,prior_payments_delayed,3,1,4_to_7,2,greater_1000,yes,own,4,none,skilled,1822,19,repairs,none,savings_insurance,Risk,4902,male,none
43,898,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,2,100_to_500,yes,own,2,none,skilled,3944,19,retraining,none,car_other,No Risk,7269,female,none
37,730,0_to_200,Non-Metro,prior_payments_delayed,3,2,1_to_4,1,100_to_500,yes,own,3,none,management_self-employed,4204,19,retraining,none,savings_insurance,No Risk,5204,male,none
19,834,0_to_200,Non-Metro,all_credits_paid_back,3,1,less_1,1,less_100,yes,rent,1,stores,skilled,250,20,car_new,none,real_estate,No Risk,6587,female,none
48,831,0_to_200,Metro,all_credits_paid_back,3,1,1_to_4,1,less_100,yes,own,3,none,skilled,1412,20,car_used,co-applicant,real_estate,No Risk,7778,female,none
32,892,0_to_200,Metro,all_credits_paid_back,3,1,4_to_7,1,less_100,no,own,3,none,skilled,2294,20,vacation,none,savings_insurance,No Risk,7175,female,none
19,854,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,3,none,skilled,250,20,appliances,none,real_estate,No Risk,5642,female,none
39,843,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,500_to_1000,yes,rent,3,none,skilled,3526,20,appliances,none,car_other,No Risk,7283,male,yes
41,726,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,own,2,stores,unskilled,1704,20,car_new,none,savings_insurance,No Risk,6115,male,none
29,804,0_to_200,Non-Metro,credits_paid_to_date,3,1,less_1,1,500_to_1000,yes,own,3,none,skilled,1802,20,car_new,none,savings_insurance,No Risk,6253,male,yes
31,729,0_to_200,Metro,credits_paid_to_date,3,2,1_to_4,1,less_100,yes,free,3,none,skilled,2499,20,car_new,none,car_other,No Risk,5244,male,yes
20,843,0_to_200,Metro,credits_paid_to_date,3,2,1_to_4,1,less_100,yes,own,2,none,skilled,2652,20,car_new,none,car_other,No Risk,5707,male,none
30,815,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,2,stores,skilled,2903,20,car_new,none,real_estate,No Risk,7152,female,none
36,844,0_to_200,Non-Metro,credits_paid_to_date,3,1,less_1,1,500_to_1000,yes,rent,2,none,skilled,3175,20,car_new,none,real_estate,No Risk,3340,male,none
21,736,0_to_200,Metro,credits_paid_to_date,3,2,1_to_4,1,500_to_1000,yes,own,2,none,skilled,4183,20,car_new,none,car_other,No Risk,5463,male,yes
36,738,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,rent,2,none,skilled,4373,20,car_new,none,savings_insurance,Risk,3200,female,none
37,730,0_to_200,Non-Metro,credits_paid_to_date,3,1,1_to_4,2,less_100,yes,own,2,none,skilled,2454,20,car_used,none,savings_insurance,Risk,3412,male,yes
37,807,0_to_200,Metro,credits_paid_to_date,2,2,1_to_4,1,less_100,yes,rent,3,none,skilled,2974,20,car_used,none,savings_insurance,No Risk,4125,male,none
20,894,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,rent,3,none,skilled,3333,20,car_used,none,car_other,No Risk,5503,male,none
29,855,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,rent,3,none,skilled,3713,20,car_used,none,real_estate,No Risk,5640,male,none
41,818,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,own,3,none,skilled,250,20,furniture,co-applicant,real_estate,No Risk,3319,male,none
25,814,0_to_200,Non-Metro,credits_paid_to_date,3,2,1_to_4,1,100_to_500,yes,rent,3,none,skilled,1205,20,furniture,none,car_other,Risk,3936,male,none
47,824,0_to_200,Non-Metro,credits_paid_to_date,1,1,1_to_4,2,500_to_1000,yes,own,3,stores,unskilled,1958,20,furniture,none,real_estate,No Risk,7730,female,none
42,741,0_to_200,Metro,credits_paid_to_date,1,1,unemployed,1,less_100,yes,own,3,none,skilled,2442,20,furniture,none,real_estate,No Risk,6768,female,none
35,802,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,3,none,management_self-employed,3198,20,furniture,none,car_other,No Risk,5783,male,none
37,852,0_to_200,Metro,credits_paid_to_date,4,1,1_to_4,2,500_to_1000,yes,own,3,none,skilled,3627,20,furniture,none,car_other,No Risk,3072,male,yes
36,819,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,500_to_1000,yes,own,3,none,skilled,4026,20,furniture,none,car_other,No Risk,7742,male,none
39,851,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,free,3,none,skilled,4640,20,furniture,none,car_other,No Risk,5535,female,yes
32,802,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,2,less_100,no,own,2,none,skilled,4787,20,furniture,none,savings_insurance,No Risk,6818,male,none
30,834,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,500_to_1000,yes,own,2,stores,skilled,830,20,radio_tv,co-applicant,savings_insurance,No Risk,7589,male,none
27,889,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,2,less_100,yes,own,2,none,skilled,4572,20,radio_tv,none,savings_insurance,No Risk,7864,male,none
26,858,0_to_200,Metro,credits_paid_to_date,3,2,less_1,1,500_to_1000,yes,own,2,none,skilled,2654,20,repairs,none,savings_insurance,No Risk,5686,male,none
19,715,0_to_200,Non-Metro,credits_paid_to_date,1,1,1_to_4,1,100_to_500,yes,rent,2,stores,unskilled,1241,20,retraining,none,car_other,Risk,4983,male,none
33,852,0_to_200,Non-Metro,credits_paid_to_date,3,2,greater_7,1,500_to_1000,yes,own,4,none,skilled,2160,20,retraining,none,car_other,Risk,3388,female,yes
37,723,0_to_200,Non-Metro,credits_paid_to_date,2,1,4_to_7,2,less_100,yes,own,4,stores,unskilled,2786,20,retraining,none,car_other,Risk,3292,female,yes
33,711,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,own,3,none,skilled,3357,20,retraining,none,savings_insurance,No Risk,5293,male,none
20,893,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,own,4,none,skilled,3694,20,retraining,co-applicant,car_other,No Risk,5031,male,none
22,722,0_to_200,Metro,no_credits,2,1,unemployed,1,less_100,yes,rent,1,none,skilled,1652,20,furniture,none,savings_insurance,No Risk,7911,male,none
26,815,0_to_200,Non-Metro,prior_payments_delayed,1,1,1_to_4,1,100_to_500,yes,own,2,stores,unskilled,250,20,car_new,none,savings_insurance,No Risk,5044,male,none
37,705,0_to_200,Metro,prior_payments_delayed,3,1,1_to_4,1,100_to_500,yes,rent,2,bank,unemployed,2113,20,car_used,none,savings_insurance,No Risk,5698,male,yes
36,749,0_to_200,Non-Metro,prior_payments_delayed,3,1,1_to_4,2,100_to_500,yes,own,2,none,skilled,2276,20,car_used,none,savings_insurance,No Risk,5490,male,yes
