CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,Salary,City,CIBIL
less_0,14,all_credits_paid_back,car_new,2202,100_to_500,less_1,2,male,none,3,car_other,27,stores,own,1,skilled,1,none,yes,No Risk,7590,Non-Metro,813
no_checking,9,credits_paid_to_date,car_new,3761,greater_1000,4_to_7,4,female,none,3,car_other,34,none,own,2,skilled,2,none,yes,No Risk,4433,Metro,800
0_to_200,19,credits_paid_to_date,radio_tv,2514,500_to_1000,4_to_7,2,female,none,2,savings_insurance,37,stores,rent,2,skilled,2,none,yes,No Risk,7928,Non-Metro,726
no_checking,20,credits_paid_to_date,radio_tv,2531,greater_1000,greater_7,4,male,none,4,car_other,43,none,own,1,skilled,1,yes,yes,No Risk,6685,Non-Metro,822
no_checking,28,outstanding_credit,appliances,5165,greater_1000,1_to_4,3,male,none,3,car_other,54,none,own,2,skilled,2,yes,yes,Risk,3760,Metro,896
less_0,8,all_credits_paid_back,car_new,250,100_to_500,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,5451,Metro,821
less_0,18,credits_paid_to_date,repairs,2828,less_100,less_1,3,male,none,1,savings_insurance,20,none,own,2,skilled,2,none,yes,No Risk,4101,Metro,709
no_checking,24,prior_payments_delayed,business,3006,100_to_500,less_1,3,male,co-applicant,4,savings_insurance,30,none,own,2,skilled,1,yes,yes,No Risk,4882,Metro,723
0_to_200,23,credits_paid_to_date,retraining,4233,100_to_500,1_to_4,2,male,none,2,car_other,32,none,rent,1,skilled,1,none,yes,No Risk,6840,Metro,701
less_0,4,all_credits_paid_back,car_new,2700,less_100,1_to_4,1,female,none,1,savings_insurance,37,bank,rent,1,unskilled,1,none,yes,No Risk,3435,Non-Metro,842
no_checking,35,prior_payments_delayed,appliances,6131,unknown,4_to_7,5,male,none,5,unknown,48,none,own,2,skilled,2,yes,yes,Risk,3304,Non-Metro,876
less_0,24,credits_paid_to_date,car_new,250,greater_1000,1_to_4,2,female,none,1,savings_insurance,27,stores,rent,1,unskilled,1,none,yes,No Risk,5260,Metro,862
less_0,20,credits_paid_to_date,car_used,1802,100_to_500,4_to_7,3,female,none,3,car_other,38,stores,own,2,skilled,1,yes,yes,No Risk,7318,Metro,878
no_checking,43,prior_payments_delayed,repairs,5506,unknown,greater_7,4,male,guarantor,4,savings_insurance,50,none,own,2,skilled,1,yes,yes,Risk,4724,Non-Metro,700
less_0,23,all_credits_paid_back,furniture,2272,less_100,1_to_4,3,male,none,3,savings_insurance,29,none,own,2,skilled,1,none,yes,No Risk,4431,Non-Metro,882
less_0,7,credits_paid_to_date,appliances,250,less_100,unemployed,2,male,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk,3452,Non-Metro,734
0_to_200,29,credits_paid_to_date,car_used,2576,100_to_500,1_to_4,3,male,co-applicant,4,car_other,55,none,free,2,skilled,1,yes,yes,No Risk,6920,Non-Metro,891
no_checking,8,prior_payments_delayed,retraining,2181,100_to_500,1_to_4,3,male,none,3,car_other,42,stores,rent,1,unskilled,1,none,yes,No Risk,5851,Metro,745
greater_200,23,credits_paid_to_date,car_new,2668,greater_1000,1_to_4,2,female,none,2,car_other,56,none,rent,2,skilled,1,yes,yes,No Risk,3390,Non-Metro,809
no_checking,34,prior_payments_delayed,radio_tv,2428,500_to_1000,4_to_7,4,male,none,2,car_other,39,none,own,2,skilled,1,none,yes,No Risk,3782,Metro,725
less_0,24,credits_paid_to_date,radio_tv,894,less_100,1_to_4,2,male,none,3,savings_insurance,30,none,own,1,skilled,1,yes,yes,No Risk,4332,Non-Metro,806
no_checking,10,credits_paid_to_date,car_new,3001,less_100,4_to_7,4,female,co-applicant,2,savings_insurance,46,none,own,1,skilled,1,none,yes,No Risk,7880,Non-Metro,723
0_to_200,23,credits_paid_to_date,retraining,3494,less_100,4_to_7,4,male,none,2,car_other,40,bank,own,1,unskilled,1,none,yes,No Risk,6175,Metro,749
less_0,15,credits_paid_to_date,car_new,250,less_100,less_1,1,male,none,1,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk,5647,Metro,715
no_checking,31,prior_payments_delayed,other,5286,unknown,greater_7,5,male,none,4,car_other,55,none,free,3,skilled,2,yes,yes,Risk,4322,Metro,886
0_to_200,4,all_credits_paid_back,radio_tv,250,100_to_500,1_to_4,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,7953,Metro,894
less_0,21,credits_paid_to_date,car_new,3800,less_100,less_1,1,male,none,3,savings_insurance,29,none,rent,2,skilled,2,none,yes,No Risk,6566,Metro,744
less_0,13,prior_payments_delayed,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,24,bank,rent,1,unemployed,1,yes,yes,No Risk,3953,Metro,886
greater_200,21,credits_paid_to_date,retraining,6581,greater_1000,4_to_7,3,male,none,3,car_other,52,stores,free,2,unskilled,2,yes,yes,No Risk,7724,Metro,740
less_0,17,prior_payments_delayed,furniture,3035,100_to_500,4_to_7,3,male,none,1,car_other,37,none,own,1,skilled,2,yes,yes,No Risk,5843,Metro,725
no_checking,42,outstanding_credit,other,7298,greater_1000,greater_7,5,male,co-applicant,4,car_other,44,none,free,2,management_self-employed,2,yes,yes,Risk,4962,Metro,745
no_checking,15,all_credits_paid_back,car_new,495,less_100,1_to_4,2,female,none,1,real_estate,44,none,own,1,skilled,1,none,yes,No Risk,3855,Metro,831
no_checking,47,outstanding_credit,repairs,7709,greater_1000,4_to_7,5,male,co-applicant,5,unknown,50,none,free,2,skilled,2,yes,yes,Risk,4755,Non-Metro,702
no_checking,33,prior_payments_delayed,business,2789,500_to_1000,4_to_7,4,male,none,4,savings_insurance,27,none,own,2,management_self-employed,1,none,yes,No Risk,6465,Non-Metro,742
0_to_200,30,credits_paid_to_date,furniture,7086,greater_1000,greater_7,4,female,none,3,savings_insurance,49,bank,own,3,unemployed,1,none,yes,No Risk,6263,Metro,705
0_to_200,8,all_credits_paid_back,car_used,481,less_100,1_to_4,3,female,none,2,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk,5870,Metro,720
0_to_200,29,outstanding_credit,radio_tv,4609,unknown,4_to_7,3,male,none,3,unknown,40,bank,own,2,unemployed,1,none,yes,No Risk,5738,Metro,864
less_0,10,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,2,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk,5754,Metro,841
no_checking,36,prior_payments_delayed,appliances,6141,500_to_1000,greater_7,5,male,co-applicant,4,savings_insurance,54,none,free,2,skilled,2,yes,yes,Risk,4064,Metro,822
no_checking,17,outstanding_credit,car_used,5580,100_to_500,4_to_7,4,male,none,3,car_other,34,none,free,1,skilled,1,yes,yes,No Risk,6203,Metro,747
0_to_200,19,prior_payments_delayed,car_used,1979,100_to_500,4_to_7,3,male,guarantor,3,savings_insurance,41,none,own,2,skilled,1,yes,yes,No Risk,6599,Non-Metro,872
no_checking,19,credits_paid_to_date,furniture,1924,greater_1000,4_to_7,3,male,none,2,car_other,36,none,own,2,skilled,1,none,yes,No Risk,7067,Non-Metro,877
no_checking,24,prior_payments_delayed,appliances,4678,500_to_1000,greater_7,4,male,none,4,unknown,45,none,own,2,skilled,1,yes,yes,Risk,3213,Metro,731
less_0,15,credits_paid_to_date,car_used,250,less_100,unemployed,1,male,none,2,real_estate,37,stores,rent,1,skilled,1,none,yes,No Risk,7593,Metro,731
no_checking,28,prior_payments_delayed,furniture,5219,100_to_500,1_to_4,3,male,none,4,car_other,47,none,own,2,management_self-employed,1,none,yes,No Risk,6983,Metro,724
no_checking,31,prior_payments_delayed,car_used,5865,100_to_500,1_to_4,3,male,guarantor,3,savings_insurance,50,stores,own,2,unskilled,1,yes,yes,No Risk,6804,Non-Metro,868
no_checking,26,prior_payments_delayed,education,5729,100_to_500,4_to_7,3,male,none,3,car_other,47,none,own,2,management_self-employed,1,none,yes,Risk,3461,Non-Metro,716
less_0,16,prior_payments_delayed,car_used,250,less_100,less_1,1,male,none,1,savings_insurance,24,stores,rent,1,unskilled,1,none,yes,No Risk,5259,Metro,843
no_checking,42,prior_payments_delayed,radio_tv,5349,greater_1000,4_to_7,5,male,none,3,car_other,43,none,own,2,skilled,1,none,no,Risk,3333,Metro,819
no_checking,25,prior_payments_delayed,radio_tv,4194,100_to_500,greater_7,4,male,none,4,savings_insurance,34,none,own,2,management_self-employed,2,yes,yes,Risk,4742,Metro,852
no_checking,32,outstanding_credit,repairs,6967,greater_1000,greater_7,5,male,co-applicant,5,unknown,57,none,free,3,management_self-employed,2,yes,yes,Risk,4843,Metro,719
less_0,13,all_credits_paid_back,furniture,2469,less_100,4_to_7,2,female,none,3,real_estate,37,stores,own,2,skilled,1,none,yes,No Risk,7157,Metro,710
0_to_200,22,outstanding_credit,business,3921,100_to_500,4_to_7,4,male,none,4,savings_insurance,34,none,own,1,management_self-employed,1,none,yes,No Risk,7255,Metro,744
no_checking,13,credits_paid_to_date,furniture,815,less_100,1_to_4,2,female,none,3,savings_insurance,53,none,rent,1,skilled,2,none,yes,No Risk,5485,Metro,890
less_0,11,prior_payments_delayed,car_used,587,500_to_1000,4_to_7,3,male,none,3,car_other,50,bank,rent,1,unskilled,2,yes,yes,No Risk,7065,Non-Metro,747
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,7474,Non-Metro,880
0_to_200,31,credits_paid_to_date,education,6340,less_100,4_to_7,4,male,guarantor,3,car_other,47,none,free,1,skilled,1,yes,yes,No Risk,7405,Metro,728
no_checking,13,credits_paid_to_date,car_new,573,100_to_500,1_to_4,2,female,none,4,car_other,41,none,own,1,skilled,1,yes,yes,No Risk,6218,Metro,867
no_checking,30,prior_payments_delayed,education,5450,100_to_500,greater_7,5,male,none,4,car_other,44,none,free,2,skilled,2,yes,yes,Risk,4359,Metro,849
less_0,4,credits_paid_to_date,car_new,5151,less_100,less_1,1,female,co-applicant,1,unknown,40,stores,rent,1,skilled,1,none,yes,No Risk,6792,Non-Metro,716
no_checking,25,prior_payments_delayed,car_used,7766,100_to_500,1_to_4,3,female,none,3,unknown,43,none,own,1,skilled,1,yes,yes,No Risk,3942,Non-Metro,892
less_0,6,prior_payments_delayed,car_new,3504,less_100,less_1,1,male,co-applicant,3,savings_insurance,52,stores,own,1,unskilled,1,yes,yes,No Risk,3770,Metro,862
no_checking,32,prior_payments_delayed,car_used,5669,500_to_1000,4_to_7,4,male,none,4,savings_insurance,44,none,own,1,management_self-employed,1,none,yes,No Risk,3226,Metro,821
less_0,6,no_credits,education,2200,less_100,1_to_4,3,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,5838,Metro,838
greater_200,24,credits_paid_to_date,radio_tv,3071,100_to_500,4_to_7,4,female,none,3,car_other,43,none,own,1,skilled,1,yes,yes,No Risk,6931,Non-Metro,745
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,savings_insurance,34,stores,rent,1,skilled,1,none,yes,No Risk,7614,Non-Metro,735
0_to_200,20,prior_payments_delayed,furniture,2488,less_100,1_to_4,3,female,none,3,car_other,42,stores,own,1,unskilled,1,none,yes,No Risk,3164,Metro,815
less_0,15,credits_paid_to_date,vacation,934,less_100,less_1,2,female,none,3,savings_insurance,20,bank,rent,2,unskilled,1,none,yes,No Risk,4812,Metro,836
less_0,20,all_credits_paid_back,car_new,408,less_100,4_to_7,2,male,none,1,savings_insurance,30,bank,rent,1,unemployed,1,none,yes,No Risk,6356,Non-Metro,861
less_0,4,credits_paid_to_date,car_new,250,100_to_500,1_to_4,2,male,none,1,real_estate,34,stores,rent,1,skilled,1,none,yes,No Risk,5794,Metro,721
less_0,17,prior_payments_delayed,car_new,1519,100_to_500,greater_7,3,male,none,3,savings_insurance,34,bank,rent,2,unemployed,2,yes,yes,No Risk,5505,Metro,706
0_to_200,4,no_credits,car_used,250,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,4717,Metro,854
no_checking,26,prior_payments_delayed,furniture,6482,100_to_500,1_to_4,3,female,none,4,savings_insurance,57,none,own,2,skilled,1,none,yes,Risk,3745,Non-Metro,827
less_0,6,prior_payments_delayed,car_used,250,500_to_1000,4_to_7,2,male,none,1,savings_insurance,37,stores,own,1,skilled,1,yes,yes,No Risk,5920,Metro,868
0_to_200,31,credits_paid_to_date,car_used,5003,100_to_500,less_1,3,male,none,3,car_other,33,none,own,1,skilled,1,none,yes,No Risk,3865,Metro,804
0_to_200,25,outstanding_credit,appliances,640,unknown,1_to_4,3,male,none,2,car_other,39,none,own,2,skilled,1,none,yes,No Risk,4069,Metro,815
no_checking,29,outstanding_credit,vacation,10983,500_to_1000,greater_7,5,male,co-applicant,3,unknown,58,none,free,2,management_self-employed,2,yes,yes,Risk,4137,Non-Metro,877
less_0,17,credits_paid_to_date,car_new,1842,less_100,1_to_4,2,male,none,2,car_other,23,bank,rent,1,unemployed,1,none,yes,No Risk,5465,Non-Metro,741
0_to_200,13,prior_payments_delayed,car_new,3759,500_to_1000,greater_7,2,male,none,2,savings_insurance,39,bank,own,1,unemployed,1,none,yes,No Risk,5209,Metro,884
less_0,6,prior_payments_delayed,car_used,2027,less_100,1_to_4,1,male,none,3,savings_insurance,30,none,rent,1,skilled,1,none,yes,No Risk,7918,Metro,743
no_checking,36,prior_payments_delayed,appliances,7035,500_to_1000,greater_7,5,male,co-applicant,4,unknown,52,none,free,2,skilled,2,yes,yes,Risk,4599,Non-Metro,703
less_0,10,all_credits_paid_back,car_used,250,less_100,unemployed,2,female,co-applicant,1,real_estate,19,bank,rent,1,unemployed,1,yes,yes,No Risk,4198,Non-Metro,807
no_checking,38,outstanding_credit,other,8852,500_to_1000,greater_7,5,male,co-applicant,4,car_other,52,none,own,2,management_self-employed,2,yes,yes,Risk,5615,Non-Metro,880
0_to_200,25,prior_payments_delayed,car_used,2999,100_to_500,greater_7,3,female,none,3,savings_insurance,31,stores,own,1,skilled,1,none,yes,No Risk,5147,Non-Metro,703
0_to_200,20,outstanding_credit,business,4864,less_100,1_to_4,3,male,none,2,car_other,36,none,own,2,skilled,1,none,yes,No Risk,6170,Non-Metro,746
no_checking,23,all_credits_paid_back,furniture,5397,less_100,4_to_7,3,male,none,3,car_other,38,stores,own,1,unskilled,1,yes,yes,No Risk,7936,Metro,713
less_0,21,credits_paid_to_date,retraining,3916,100_to_500,1_to_4,3,male,none,2,car_other,28,none,own,2,skilled,1,yes,yes,No Risk,6765,Metro,726
less_0,12,all_credits_paid_back,furniture,250,less_100,less_1,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,4332,Metro,892
less_0,11,all_credits_paid_back,car_used,250,100_to_500,less_1,1,female,none,1,savings_insurance,29,stores,rent,1,unskilled,1,none,yes,No Risk,6424,Metro,730
0_to_200,7,prior_payments_delayed,furniture,1518,less_100,4_to_7,3,male,none,3,savings_insurance,35,none,own,1,management_self-employed,1,none,yes,No Risk,5324,Non-Metro,800
no_checking,38,credits_paid_to_date,appliances,4635,500_to_1000,1_to_4,3,male,none,3,car_other,36,none,own,2,skilled,1,none,yes,No Risk,3311,Metro,876
less_0,11,all_credits_paid_back,car_new,250,500_to_1000,less_1,2,female,none,3,real_estate,27,bank,rent,1,unemployed,1,none,yes,No Risk,6971,Non-Metro,729
greater_200,19,credits_paid_to_date,radio_tv,2615,greater_1000,1_to_4,3,male,none,2,savings_insurance,38,none,own,2,management_self-employed,2,none,yes,No Risk,6503,Non-Metro,896
less_0,4,all_credits_paid_back,car_used,1700,less_100,1_to_4,3,female,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,6114,Metro,821
no_checking,36,prior_payments_delayed,repairs,5288,500_to_1000,greater_7,5,male,none,5,car_other,40,none,own,1,management_self-employed,2,none,yes,No Risk,7654,Metro,843
less_0,4,no_credits,car_new,250,less_100,unemployed,1,male,none,2,real_estate,23,none,rent,1,management_self-employed,1,none,yes,No Risk,5738,Non-Metro,838
no_checking,43,outstanding_credit,vacation,10421,greater_1000,greater_7,4,male,co-applicant,5,unknown,60,none,free,3,management_self-employed,2,yes,yes,Risk,3536,Metro,885
no_checking,28,all_credits_paid_back,furniture,3943,100_to_500,less_1,2,male,none,4,real_estate,36,none,own,2,skilled,1,none,yes,No Risk,6821,Metro,894
less_0,32,credits_paid_to_date,radio_tv,2716,less_100,4_to_7,2,female,none,1,car_other,30,stores,own,1,unskilled,1,none,yes,No Risk,7425,Metro,736
no_checking,40,prior_payments_delayed,appliances,2949,500_to_1000,1_to_4,4,male,none,4,car_other,45,none,own,1,skilled,1,yes,yes,Risk,3319,Non-Metro,713
no_checking,31,prior_payments_delayed,furniture,5181,greater_1000,1_to_4,4,male,none,3,car_other,51,none,own,2,skilled,1,none,yes,Risk,5940,Metro,734
0_to_200,5,all_credits_paid_back,car_used,250,100_to_500,1_to_4,2,female,none,1,car_other,32,none,own,1,skilled,1,none,yes,No Risk,6342,Non-Metro,858
0_to_200,16,prior_payments_delayed,radio_tv,1718,less_100,1_to_4,3,male,none,3,real_estate,50,none,own,1,management_self-employed,1,none,yes,No Risk,6665,Non-Metro,828
0_to_200,22,prior_payments_delayed,car_used,1237,100_to_500,1_to_4,3,male,none,3,real_estate,19,none,own,1,skilled,1,yes,yes,No Risk,3380,Metro,860
0_to_200,30,outstanding_credit,appliances,4198,greater_1000,greater_7,4,male,none,4,car_other,51,none,free,2,skilled,1,yes,yes,Risk,7740,Metro,880
0_to_200,29,credits_paid_to_date,radio_tv,4203,500_to_1000,4_to_7,3,male,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,7733,Non-Metro,729
less_0,31,outstanding_credit,appliances,6245,100_to_500,greater_7,4,male,none,4,unknown,37,none,own,2,skilled,1,none,yes,No Risk,5967,Metro,809
no_checking,23,prior_payments_delayed,retraining,5711,500_to_1000,1_to_4,2,female,none,4,car_other,40,none,rent,1,skilled,1,none,yes,No Risk,7483,Metro,860
less_0,14,all_credits_paid_back,appliances,2840,less_100,4_to_7,2,female,none,2,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk,4235,Metro,849
0_to_200,4,no_credits,repairs,250,less_100,less_1,1,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,4555,Non-Metro,712
no_checking,37,prior_payments_delayed,furniture,4933,500_to_1000,greater_7,5,male,none,5,car_other,50,none,free,2,skilled,2,yes,yes,Risk,4107,Non-Metro,707
less_0,16,credits_paid_to_date,furniture,3950,less_100,unemployed,3,male,none,3,real_estate,41,none,own,1,management_self-employed,1,none,yes,No Risk,6273,Non-Metro,808
less_0,8,prior_payments_delayed,car_new,533,500_to_1000,4_to_7,2,female,none,3,real_estate,31,stores,own,1,skilled,1,none,yes,No Risk,5961,Metro,744
less_0,4,all_credits_paid_back,car_new,1520,less_100,unemployed,1,female,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,3996,Metro,857
0_to_200,16,credits_paid_to_date,car_new,2569,less_100,less_1,2,male,none,2,savings_insurance,38,stores,rent,1,skilled,1,none,yes,No Risk,7995,Metro,714
0_to_200,18,credits_paid_to_date,furniture,250,less_100,1_to_4,3,female,none,2,real_estate,38,none,own,1,skilled,1,none,yes,No Risk,7559,Metro,834
no_checking,39,outstanding_credit,repairs,10414,500_to_1000,4_to_7,4,male,co-applicant,4,car_other,51,none,own,2,skilled,1,yes,yes,Risk,5121,Non-Metro,873
no_checking,17,outstanding_credit,radio_tv,1741,unknown,1_to_4,3,male,none,3,car_other,39,none,own,1,management_self-employed,1,yes,yes,No Risk,4493,Metro,818
greater_200,26,credits_paid_to_date,car_used,5152,100_to_500,less_1,3,male,none,4,car_other,34,none,own,2,management_self-employed,1,none,yes,No Risk,7371,Metro,884
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,co-applicant,2,savings_insurance,31,stores,own,1,unskilled,1,none,yes,No Risk,7246,Metro,870
no_checking,42,outstanding_credit,other,7571,greater_1000,greater_7,5,male,co-applicant,5,unknown,49,none,free,2,skilled,1,yes,yes,Risk,3443,Metro,859
less_0,11,prior_payments_delayed,car_new,250,100_to_500,4_to_7,1,male,none,2,real_estate,48,stores,own,1,skilled,1,none,yes,No Risk,7642,Metro,710
no_checking,33,outstanding_credit,appliances,6028,greater_1000,greater_7,4,male,co-applicant,5,unknown,50,none,own,2,skilled,1,yes,yes,Risk,3414,Non-Metro,731
less_0,4,all_credits_paid_back,repairs,250,less_100,less_1,1,male,none,2,savings_insurance,21,stores,rent,1,skilled,1,none,yes,No Risk,3131,Non-Metro,881
less_0,14,credits_paid_to_date,retraining,2395,less_100,less_1,3,female,co-applicant,3,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk,5882,Non-Metro,848
no_checking,38,outstanding_credit,repairs,3921,greater_1000,greater_7,4,male,co-applicant,5,unknown,36,none,free,2,skilled,1,yes,yes,Risk,3263,Non-Metro,743
